DATE,TT BUY,SOURCE URL
2020-09-24 10:00,73.4,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-24.pdf
2020-09-25 10:00,73.4,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-25.pdf
2020-09-28 09:00,73.28,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-28.pdf
2020-09-29 09:00,73.35,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-29.pdf
2020-09-30 10:00,73.4,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-30.pdf
2020-10-01 09:00,73.21,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/10/2020-10-01.pdf
2020-10-05 10:00,72.77,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/10/2020-10-05.pdf
2020-10-06 10:00,72.8,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/10/2020-10-06.pdf
2020-10-07 10:00,73.13,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/10/2020-10-07.pdf
2020-10-08 09:50,72.95,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/10/2020-10-08.pdf
2020-10-09 10:00,72.77,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/10/2020-10-09.pdf
2020-10-12 09:00,72.7,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/10/2020-10-12.pdf
2020-10-14 09:00,73,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/10/2020-10-14.pdf
2020-10-16 09:00,73.05,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/10/2020-10-16.pdf
2020-10-22 09:50,73.3,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/10/2020-10-22.pdf
2020-10-23 09:55,73.25,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/10/2020-10-23.pdf
2020-10-26 10:00,73.37,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/10/2020-10-26.pdf
2020-10-27 10:00,73.52,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/10/2020-10-27.pdf
2020-10-28 10:00,73.3,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/10/2020-10-28.pdf
